internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
13168485,Vulpia brevis,Festuca brevis (Boiss. & Kotschy) Asch.,Festuca,brevis,(Boiss. & Kotschy) Asch.,,
13168485,Vulpia brevis,Vulpia inops Delile ex Hack,Vulpia,inops,Delile ex Hack,,
13168485,Vulpia brevis,Festuca marmaricae F.Hermann,Festuca,marmaricae,F.Hermann,,
112693033,Zhangixalus pinglongensis,"Rhacophorus pinglongensis Mo, Chen, Liao &amp; Zhou, 2016",Rhacophorus,pinglongensis,"Mo, Chen, Liao &amp; Zhou, 2016",,
155169,Bathylychnops brachyrhynchus,Dolichopteryx brachyrhynchus,Dolichopteryx,brachyrhynchus,,,
113036478,Myrcia badia,Aulomyrcia badia O.Berg,Aulomyrcia,badia,O.Berg,,
113036537,Myrcia biptera,Marlierea biptera Amshoff,Marlierea,biptera,Amshoff,,
113036660,Myrcia caesariata,Marlierea caesariata McVaugh,Marlierea,caesariata,McVaugh,,
113037135,Myrcia ensiformis,Marlierea ensiformis McVaugh,Marlierea,ensiformis,McVaugh,,
113042673,Myrcia mathewsiana,Aulomyrcia mathewsiana O.Berg,Aulomyrcia,mathewsiana,O.Berg,,
113043010,Myrcia multiglomerata,Marlierea multiglomerata Amshoff,Marlierea,multiglomerata,Amshoff,,
113043542,Myrcia neotovarensis,Marlierea tovarensis O.Berg,Marlierea,tovarensis,O.Berg,,
113044164,Myrcia rubiginosa,Myrcia pyramidata O.Berg,Myrcia,pyramidata,O.Berg,,
113044799,Myrcia ventuarensis,Marlierea ventuarensis B.Holst,Marlierea,ventuarensis,B.Holst,,
14326,Nannospalax ehrenbergi,"Spalax ehrenbergi Nehring, 1898",Spalax,ehrenbergi,"Nehring, 1898",,
14328,Nannospalax leucodon,"Spalax leucodon Nordmann, 1840",Spalax,leucodon,"Nordmann, 1840",,
14327,Nannospalax xanthodon,"Nannospalax nehringi (Satunin, 1898)",Nannospalax,nehringi,"(Satunin, 1898)",,
14327,Nannospalax xanthodon,"Spalax xanthodon Nordman, 1840",Spalax,xanthodon,"Nordman, 1840",,
14327,Nannospalax xanthodon,"Spalax munzuri Coşkun, 2004",Spalax,munzuri,"Coşkun, 2004",,
14327,Nannospalax xanthodon,"Spalax nehringi Satunin, 1898",Spalax,nehringi,"Satunin, 1898",,
112606306,Banksia acanthopoda,Dryandra acanthopoda A.S.George,Dryandra,acanthopoda,A.S.George,,
113014883,Grevillea dissecta,Grevillea pilosa A.S.George subsp. dissecta McGill.,Grevillea,pilosa,A.S.George,subspecies (plantae),McGill.
113014883,Grevillea dissecta,Hakea neodissecta (I.M.Turner) Christenh. & Byng,Hakea,neodissecta,(I.M.Turner) Christenh. & Byng,,
113014883,Grevillea dissecta,Grevillea neodissecta I.M.Turner,Grevillea,neodissecta,I.M.Turner,,
113828575,Panaspis duruarum,"Afroablepharus duruarum (Monard, 1949)",Afroablepharus,duruarum,"(Monard, 1949)",,
113828575,Panaspis duruarum,"Ablepharus duruarum Monard, 1949",Ablepharus,duruarum,"Monard, 1949",,
113828592,Panaspis seydeli,"Afroablepharus seydeli (De Witte, 1933)",Afroablepharus,seydeli,"(De Witte, 1933)",,
113828592,Panaspis seydeli,"Ablepharus  seydeli De Witte, 1933",Ablepharus ,seydeli,"De Witte, 1933",,
178567,Cyrtodactylus feae,"Gymnodactylus feae Boulenger, 1893",Gymnodactylus,feae,"Boulenger, 1893",,
178331,Subdoluseps frontoparietalis,"Riopa frontoparietalis Taylor, 1962",Riopa,frontoparietalis,"Taylor, 1962",,
178331,Subdoluseps frontoparietalis,"Lygosoma frontoparietale (Taylor, 1962)",Lygosoma,frontoparietale,"(Taylor, 1962)",,
112678048,Oryza coarctata,Porteresia coarctata (Roxb.) Tateoka,Porteresia,coarctata,(Roxb.) Tateoka,,
112679441,Oryza glumipatula, Oryza paraguayensis  Wedd. ex E. Fourn., Oryza,paraguayensis ,Wedd. ex E. Fourn.,,
112679441,Oryza glumipatula,"Oryza perennis Moench var. cubensis Sampath, nom. nud.",Oryza,perennis,Moench,variety,"Sampath, nom. nud."
112679441,Oryza glumipatula,Oryza glumaepatula Steud. [orth. error],Oryza,glumaepatula,Steud. [orth. error],,
59602,Ichthyophis asplenius,"Caudacaecilia asplenia (Taylor, 1965)",Caudacaecilia,asplenia,"(Taylor, 1965)",,
114116699,Megophrys maosonensis,"Megophrys longipes ssp. maosonensis Bourret, 1937",Megophrys,longipes,,subspecies,"Bourret, 1937"
114116699,Megophrys maosonensis,"Xenophrys maosonensis (Bourret, 1937)",Xenophrys,maosonensis,"(Bourret, 1937)",,
111747853,Crocidura absconditus,"Crocidura abscondita Esselstyn, Achmadi & Maharadatunkamsi, 2014",Crocidura,abscondita,"Esselstyn, Achmadi & Maharadatunkamsi, 2014",,
5042,Brassomys albidens,"Coccymys albidens (Tate, 1951)",Coccymys,albidens,"(Tate, 1951)",,
5042,Brassomys albidens,"Melomys albidens Tate, 1951",Melomys,albidens,"Tate, 1951",,
114155541,Ptarmus jubatus,"Coccotropus jubatus Smith, 1935",Coccotropus,jubatus,"Smith, 1935",,
114155627,Ostorhinchus radcliffei,"Amia radcliffei Fowler, 1918",Amia,radcliffei,"Fowler, 1918",,
114156068,Ostorhinchus wilsoni,"Amia wilsoni Fowler, 1918",Amia,wilsoni,"Fowler, 1918",,
114157603,Bellottia armiger,"Xenobythites armiger Smith & Radcliffe, 1913",Xenobythites,armiger,"Smith & Radcliffe, 1913",,
114161302,Owstonia doryptera,"Loxopseudochromis dorypterus Fowler, 1934",Loxopseudochromis,dorypterus,"Fowler, 1934",,
114161302,Owstonia doryptera,"Owstonia dorypterus (Fowler, 1934)",Owstonia,dorypterus,"(Fowler, 1934)",,
114161459,Owstonia macrophthalma,"Sphenanthias macrophthalmus Fourmanoir, 1985",Sphenanthias,macrophthalmus,"Fourmanoir, 1985",,
114161707,Owstonia nigromarginata,"Sphenanthias nigromarginatus Fourmanoir, 1985",Sphenanthias,nigromarginatus,"Fourmanoir, 1985",,
114167619,Hoplichthys pectoralis,"Acanthoplichthys pectoralis Fowler, 1943",Acanthoplichthys,pectoralis,"Fowler, 1943",,
114168754,Kuronezumia macronema,"Ventrifossa macronema (Smith & Radcliffe, 1912)",Ventrifossa,macronema,"(Smith & Radcliffe, 1912)",,
114168754,Kuronezumia macronema,"Nezumia macronema (Smith & Radcliffe, 1912)",Nezumia,macronema,"(Smith & Radcliffe, 1912)",,
114168754,Kuronezumia macronema,"Macrourus macronemus Smith & Radcliffe, 1912",Macrourus,macronemus,"Smith & Radcliffe, 1912",,
114173725,Sorsogona portuguesa,"Grammoplites portugesus (Smith, 1953)",Grammoplites,portugesus,"(Smith, 1953)",,
114173725,Sorsogona portuguesa,"Rogadius portuguesus (Smith, 1953)",Rogadius,portuguesus,"(Smith, 1953)",,
114173725,Sorsogona portuguesa,"Thysanophrys portuguesus Smith, 1953",Thysanophrys,portuguesus,"Smith, 1953",,
114175236,Suggrundus cooperi,"Platycephalus cooperi Regan, 1908",Platycephalus,cooperi,"Regan, 1908",,
58268,Minervarya brevipalmata,"Zakerana brevipalmata (Peters, 1871)",Zakerana,brevipalmata,"(Peters, 1871)",,
58268,Minervarya brevipalmata,"Rana brevipalmata Peters, 1871",Rana,brevipalmata,"Peters, 1871",,
58268,Minervarya brevipalmata,"Fejervarya brevipalmata (Peters, 1871)",Fejervarya,brevipalmata,"(Peters, 1871)",,
44024864,Echyridella lucasi,"Diplodon menziesi ssp. lucasi Suter, 1905",Diplodon,menziesi,,subspecies,"Suter, 1905"
164697,Iranolacerta brandtii,"Darevskia brandtii (De Filippi, 1863)",Darevskia,brandtii,"(De Filippi, 1863)",,
164697,Iranolacerta brandtii,"Lacerta brandtii De Filippi, 1863",Lacerta,brandtii,"De Filippi, 1863",,
114619068,Asymblepharus tragbulensis,"Lygosoma himalayanum ssp. tragbulensis Alcock, 1898",Lygosoma,himalayanum,,subspecies,"Alcock, 1898"
114619082,Eremias quadrifrons,"Podarces quadrifrons Strauch, 1876",Podarces,quadrifrons,"Strauch, 1876",,
114155455,Cocotropus monacanthus,"Tetraroge monacanthus Gilchrist, 1906",Tetraroge,monacanthus,"Gilchrist, 1906",,
114192261,Lepidotrigla longipinnis,"Lepidotrigla  riggsi Richards and Saksena, 1977",Lepidotrigla ,riggsi,"Richards and Saksena, 1977",,
114192261,Lepidotrigla longipinnis,"Lepidotrigla spiloptera var. longipinnis Alcock, 1890",Lepidotrigla,spiloptera,,variety,"Alcock, 1890"
19242,Pulchrana melanomenta,"Rana melanomenta Taylor, 1920",Rana,melanomenta,"Taylor, 1920",,
19242,Pulchrana melanomenta,"Hylarana melanomenta (Taylor, 1920)",Hylarana,melanomenta,"(Taylor, 1920)",,
54770,Duttaphrynus sumatranus,"Bufo sumatranus Peters, 1871",Bufo,sumatranus,"Peters, 1871",,
114177531,Neoscorpaena nielseni,"Sebastapistes nielseni Smith, 1964",Sebastapistes,nielseni,"Smith, 1964",,
115029745,Myrcia neorostrata,Aulomyrcia rostrata O.Berg,Aulomyrcia,rostrata,O.Berg,,
3592,Callosciurus albescens,"Callosciurus albiculus Miller, 1942",Callosciurus,albiculus,"Miller, 1942",,
5619,Crocidura tenuis,"Crocidura macklotii Jentink, 1888",Crocidura,macklotii,"Jentink, 1888",,
6814,Dunckerocampus dactyliophorus,"Acanthognathus caulleryi Chabanaud, 1929",Acanthognathus,caulleryi,"Chabanaud, 1929",,
6814,Dunckerocampus dactyliophorus,"Doryrhamphus dactyliophorus (Bleeker, 1853)",Doryrhamphus,dactyliophorus,"(Bleeker, 1853)",,
6814,Dunckerocampus dactyliophorus,"Syngnathus dactyliophorus Bleeker, 1853",Syngnathus,dactyliophorus,"Bleeker, 1853",,
10313,Hydromys neobritannicus,"Hydromys neobrittanicus Tate & Archbold, 1935 [orth. error]",Hydromys,neobrittanicus,"Tate & Archbold, 1935 [orth. error]",,
13429,Alexandromys evoronensis,"Microtus evoronensis Kovalskaya &amp; Sokolov, 1980",Microtus,evoronensis,"Kovalskaya &amp; Sokolov, 1980",,
13447,Alexandromys mujanensis,"Microtus mujanensis Orlov &amp; Kovalskaya, 1978",Microtus,mujanensis,"Orlov &amp; Kovalskaya, 1978",,
13448,Microtus nasarovi,"Pitymus daghestanicus ssp. nasarovi Shidlovsky, 1938",Pitymus,daghestanicus,,subspecies,"Shidlovsky, 1938"
16476,Pegasus volitans,"Pegasus  natans Linnaeus, 1766",Pegasus ,natans,"Linnaeus, 1766",,
16476,Pegasus volitans,"Pegasus  pristis Bleeker, 1852",Pegasus ,pristis,"Bleeker, 1852",,
16476,Pegasus volitans,"Pegasus  volans Linnaeus, 1766",Pegasus ,volans,"Linnaeus, 1766",,
16476,Pegasus volitans,"Cataphractus  anceps Gronow, 1854",Cataphractus ,anceps,"Gronow, 1854",,
16476,Pegasus volitans,"Pegasus volitans Linnaeus, 1758",Pegasus,volitans,"Linnaeus, 1758",,
19324,Rattus bontanus,"Rattus foramineus Sody, 1941",Rattus,foramineus,"Sody, 1941",,
19867,Salpingotus pallidus,"Prosalpingotus pallidus Shenbrot & Mazin, 1989 ssp. sludskii",Prosalpingotus,pallidus,"Shenbrot & Mazin, 1989",subspecies,
20102,Selevinia betpakdalaensis,"Selevinia paradoxa Argyropulo & Vinogradov, 1939",Selevinia,paradoxa,"Argyropulo & Vinogradov, 1939",,
20388,Sorex leucogaster,"Sorex beringianus Yudin, 1967",Sorex,beringianus,"Yudin, 1967",,
20388,Sorex leucogaster,"Sorex jaashinai Kishida, 1930",Sorex,jaashinai,"Kishida, 1930",,
44928,Graphiurus johnstoni,"Graphiurus kelleni ssp. johnstoni (Thomas, 1898)",Graphiurus,kelleni,,subspecies,"(Thomas, 1898)"
45096,Stenocephalemys ruppi,"Myomys ruppi (Van der Straeten & Dieterlen, 1983)",Myomys,ruppi,"(Van der Straeten & Dieterlen, 1983)",,
61314,Acentronura australe,"Idiotropiscis australe (Waite &amp; Hale, 1921)",Idiotropiscis,australe,"(Waite &amp; Hale, 1921)",,
154612,Paracaesio caerulea,"Paracaesio caeruleus (Katayama, 1934)",Paracaesio,caeruleus,"(Katayama, 1934)",,
154612,Paracaesio caerulea,"Vegetichthys caeruleus Katayama, 1934",Vegetichthys,caeruleus,"Katayama, 1934",,
154661,Oplegnathus woodwardi,"Hoplegnathus woodwardi Waite, 1900",Hoplegnathus,woodwardi,"Waite, 1900",,
154681,Oplegnathus insignis,"Scarostoma insigne Kner, 1867",Scarostoma,insigne,"Kner, 1867",,
154714,Erotelis armiger,"Alexurus armiger Jordan & Richardson, 1895",Alexurus,armiger,"Jordan & Richardson, 1895",,
154776,Ebinania brephocephala,"Cottunculus brephocephalus Jordan & Starks, 1903",Cottunculus,brephocephalus,"Jordan & Starks, 1903",,
154838,Lepidion eques,"Haloporphyrus eques Günther, 1887",Haloporphyrus,eques,"Günther, 1887",,
154857,Silhouettea nuchipunctatus,"Ctenogobius nuchipunctatus Herre, 1934",Ctenogobius,nuchipunctatus,"Herre, 1934",,
154857,Silhouettea nuchipunctatus,"Ctenogobius villadolidi Herre, 1936",Ctenogobius,villadolidi,"Herre, 1936",,
154862,Scartelaos cantoris,Apocryptichthys cantoris (Day 1876),Apocryptichthys,cantoris,(Day 1876),,
154862,Scartelaos cantoris,"Boleophthalmus cantoris (Day, 1871)",Boleophthalmus,cantoris,"(Day, 1871)",,
154862,Scartelaos cantoris,"Scartelaos glaucus (Day, 1876)",Scartelaos,glaucus,"(Day, 1876)",,
154862,Scartelaos cantoris,Apocryptichthys cantoris (Day 1871),Apocryptichthys,cantoris,(Day 1871),,
154862,Scartelaos cantoris,"Boleopthalmus glaucus Day, 1876",Boleopthalmus,glaucus,"Day, 1876",,
154862,Scartelaos cantoris,"Apocryptes cantoris Day, 1871",Apocryptes,cantoris,"Day, 1871",,
154867,Sphagemacrurus gibber,"Macrourus gibber Gilbert & Cramer, 1897",Macrourus,gibber,"Gilbert & Cramer, 1897",,
154905,Lepturacanthus pantului,"Trichiurus pantului Gupta, 1966",Trichiurus,pantului,"Gupta, 1966",,
154921,Liopropoma longilepis,"Liopropoma liolepis (Garman, 1899)",Liopropoma,liolepis,"(Garman, 1899)",,
154923,Luciobrotula lineata,"Volcanus lineatus (Gosline, 1954)",Volcanus,lineatus,"(Gosline, 1954)",,
154981,Paraliparis copei,Paraliparis wilsoni  Richards 1966,Paraliparis,wilsoni ,Richards 1966,,
155062,Dactylanthias aplodactylus,"Dactylanthias haplodactylus (Bleeker, 1858)",Dactylanthias,haplodactylus,"(Bleeker, 1858)",,
155062,Dactylanthias aplodactylus,"Anthias aplodactylus Bleeker, 1858",Anthias,aplodactylus,"Bleeker, 1858",,
155082,Eumicrotremus barbatus,"Cyclopteropsis barbatus Lindberg & Legeza, 1955",Cyclopteropsis,barbatus,"Lindberg & Legeza, 1955",,
155085,Pseudocyttus maculatus,"Cyttosoma maculatus (Gilchrist, 1906)",Cyttosoma,maculatus,"(Gilchrist, 1906)",,
155085,Pseudocyttus maculatus,Xenocyttus nemotoi Abe 1957,Xenocyttus,nemotoi,Abe 1957,,
155143,Paraulopus maculatus,"Chlorophthalmus maculatus Kotthaus, 1967",Chlorophthalmus,maculatus,"Kotthaus, 1967",,
155171,Eleutheronema tridactylum,"Polynemus tridactylus Bleeker, 1849",Polynemus,tridactylus,"Bleeker, 1849",,
155197,Cotylopus acutipinnis,"Sicyopterus parvipinnis (Guichenot, 1863)",Sicyopterus,parvipinnis,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Sicydium acutipinnis (Guichenot, 1863)",Sicydium,acutipinnis,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Sicydium acutipinne (Guichenot, 1863)",Sicydium,acutipinne,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Sicydium parvipinnis (Guichenot, 1863)",Sicydium,parvipinnis,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Sicyopterus acutipinnis (Guichenot, 1863)",Sicyopterus,acutipinnis,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Sicydium parvipinne (Guichenot, 1863)",Sicydium,parvipinne,"(Guichenot, 1863)",,
155197,Cotylopus acutipinnis,"Cotylopus parvipinnis Guichenot, 1863",Cotylopus,parvipinnis,"Guichenot, 1863",,
155210,Gobiesox multitentaculus,"Cotylis multitentaculum Briggs, 1951",Cotylis,multitentaculum,"Briggs, 1951",,
155228,Parapercis atlantica,"Neopercis atlantica Vaillant, 1887",Neopercis,atlantica,"Vaillant, 1887",,
155228,Parapercis atlantica,"Neopercis ledanoisi Cadenat, 1937",Neopercis,ledanoisi,"Cadenat, 1937",,
155288,Lestidiops gracilis,"Lestidium gracile Ege, 1953",Lestidium,gracile,"Ege, 1953",,
155299,Eubalichthys caeruleoguttatus,"Eubalichthys fuscosinus Hutchins, 1977",Eubalichthys,fuscosinus,"Hutchins, 1977",,
155316,Paralichthys aestuarius,"Paralichthys magdalenae Abbot, 1898; <i>en</i> Jordan and Evermann, 1898",Paralichthys,magdalenae,"Abbot, 1898; <i>en</i> Jordan and Evermann, 1898",,
16440083,Echeneis neucratoides,"Echeneis naucrates Castro-Aguirre, et al. (Catalog of Fishes)",Echeneis,naucrates,"Castro-Aguirre, et al. (Catalog of Fishes)",,
19922589,Pungitius tymensis,"Pungitius pungitius ssp. tymensis (Nikolskii, 1889)",Pungitius,pungitius,,subspecies,"(Nikolskii, 1889)"
19922589,Pungitius tymensis,"Gasterosteus tymensis Nikolskii, 1889",Gasterosteus,tymensis,"Nikolskii, 1889",,
44578744,Andinosaura afrania,"Riama afrania Arredondo &amp; Sánchez-Pacheco, 2010",Riama,afrania,"Arredondo &amp; Sánchez-Pacheco, 2010",,
44578828,Andinosaura stellae,"Riama stellae Sánchez-Pacheco, 2010",Riama,stellae,"Sánchez-Pacheco, 2010",,
44579395,Lepidoblepharis microlepis,"Lathrogecko microlepis Noble, 1923",Lathrogecko,microlepis,"Noble, 1923",,
47139816,Protammodytes sarisa,"Embolichthys sarisa Robins & Böhlke, 1970",Embolichthys,sarisa,"Robins & Böhlke, 1970",,
65134839,Hypoptychus dybowskii,"Hypoptychus  steindachneri Franz, 1910",Hypoptychus ,steindachneri,"Franz, 1910",,
65364201,Campichthys tryoni,"Ichthyocampus tryoni Ogilby, 1890",Ichthyocampus,tryoni,"Ogilby, 1890",,
65365798,Cosmocampus heraldi,"Cosmocampus arctus ssp. heraldi (Fritzche, 1980)",Cosmocampus,arctus,,subspecies,"(Fritzche, 1980)"
65365798,Cosmocampus heraldi,"Bryx heraldi Fritzsche, 1980",Bryx,heraldi,"Fritzsche, 1980",,
65365975,Cosmocampus profundus,"Corythoichthys profundus Herald, 1965",Corythoichthys,profundus,"Herald, 1965",,
65366458,Dunckerocampus chapmani,"Dunckerocampus caulleryi ssp. chapmani Herald, 1953",Dunckerocampus,caulleryi,,subspecies,"Herald, 1953"
65368802,Acentronura larsonae,"Idiotropiscis larsonae (Dawson, 1984)",Idiotropiscis,larsonae,"(Dawson, 1984)",,
65371161,Minyichthys brachyrhinus,"Micrognathus brachyrhinus Herald, 1953",Micrognathus,brachyrhinus,"Herald, 1953",,
65371373,Mitotichthys meraculus,"Histiogamphelus meraculus Whitley, 1948",Histiogamphelus,meraculus,"Whitley, 1948",,
65373278,Pseudophallus mindii,"Pseudophallus brasiliensis Dawson, 1974",Pseudophallus,brasiliensis,"Dawson, 1974",,
65373278,Pseudophallus mindii,"Syngnathus mindii Meek & Hildebrand, 1923",Syngnathus,mindii,"Meek & Hildebrand, 1923",,
65375205,Trachyrhamphus serratus,"Trachyrhamphus cultrirostris Peters, 1869",Trachyrhamphus,cultrirostris,"Peters, 1869",,
65375205,Trachyrhamphus serratus,"Syngnathus subbooko Bleeker, 1853",Syngnathus,subbooko,"Bleeker, 1853",,
65375205,Trachyrhamphus serratus,"Syngnathus serratus Temminck & Schlegel, 1850",Syngnathus,serratus,"Temminck & Schlegel, 1850",,
65375420,Urocampus nanus,"Urocampus rikuzenius Jordan & Snyder, 1901",Urocampus,rikuzenius,"Jordan & Snyder, 1901",,
67997819,Isocirrhitus sexfasciatus,"Cirrhitoidea sexfasciata Schultz, 1960",Cirrhitoidea,sexfasciata,"Schultz, 1960",,
69583371,Manonichthys polynemus,"Pseudochromis polynemus Fowler, 1931",Pseudochromis,polynemus,"Fowler, 1931",,
75607015,Antillotyphlops annae,"Typhlops annae Breuil, 1999",Typhlops,annae,"Breuil, 1999",,
75607240,Antillotyphlops catapontus,"Typhlops richardi ssp. catapontus Thomas, 1966",Typhlops,richardi,,subspecies,"Thomas, 1966"
75607240,Antillotyphlops catapontus,"Typhlops catapontus Thomas, 1966",Typhlops,catapontus,"Thomas, 1966",,
197048,Planiliza persica,"Chelon persicus Senou, Randall & Okiyama, 1995",Chelon,persicus,"Senou, Randall & Okiyama, 1995",,
197048,Planiliza persica,"Liza persicus (Senou, Randall &amp; Okiyama, 1995)",Liza,persicus,"(Senou, Randall &amp; Okiyama, 1995)",,
115535477,Uromyrtus nekouana,Myrtus nekouana Guillaumin,Myrtus,nekouana,Guillaumin,,
115532208,Myrsine poumensis,Rapanea poumensis M.Schmid,Rapanea,poumensis,M.Schmid,,
115602158,Diploderma ngoclinensis,"Japalura ngoclinensis Ananjeva, Orlov &amp; Nguyen, 2017",Japalura,ngoclinensis,"Ananjeva, Orlov &amp; Nguyen, 2017",,
174130,Lipinia miangensis,"Lipinia miangense (Werner, 1910) [orth. error]",Lipinia,miangense,"(Werner, 1910) [orth. error]",,
174130,Lipinia miangensis,"Lygosoma miangensis Werner, 1910",Lygosoma,miangensis,"Werner, 1910",,
81909791,Grammoplites vittatus,"Platycephalus vittatus Valenciennes, 1833",Platycephalus,vittatus,"Valenciennes, 1833",,
115864780,Labeobarbus latirostris,"Barbus  intermedius  var. latirostris Keilhack, 1908",Barbus ,intermedius ,,variety,"Keilhack, 1908"
115864780,Labeobarbus latirostris,"Varicorhinus latirostris Boulenger, 1910",Varicorhinus,latirostris,"Boulenger, 1910",,
114178375,Scorpaenopsis gilchristi,"Dendroscorpaena gilchristi Smith, 1957",Dendroscorpaena,gilchristi,"Smith, 1957",,
115944061,Monteverdia reflexa,Maytenus reflexa Urb.,Maytenus,reflexa,Urb.,,
116114335,Acrophymus sigmoidalis,"Euryphymus obesus Bolívar, 1889",Euryphymus,obesus,"Bolívar, 1889",,
116114335,Acrophymus sigmoidalis,"Paracaloptenus obesus (Bolívar, 1889)",Paracaloptenus,obesus,"(Bolívar, 1889)",,
116114335,Acrophymus sigmoidalis,"Euryphymus sigmoidalis Bolívar, 1889",Euryphymus,sigmoidalis,"Bolívar, 1889",,
116114692,Euryphymus exemptus,"Acridium exemptum Walker, 1870",Acridium,exemptum,"Walker, 1870",,
116114858,Phymeurus bigranosus,"Platyphymus bigranosus Uvarov, 1922",Platyphymus,bigranosus,"Uvarov, 1922",,
116115531,Phymeurus reductus,"Amblyphymus reductus Ramme, 1929",Amblyphymus,reductus,"Ramme, 1929",,
116115718,Platacanthoides morosus,"Platacanthus morosus Walker, 1870",Platacanthus,morosus,"Walker, 1870",,
116116123,Rhachitopis melanopus,"Euryphymus melanopus (Burmeister, 1838)",Euryphymus,melanopus,"(Burmeister, 1838)",,
116116123,Rhachitopis melanopus,"Caloptenus melanopus Burmeister, 1838",Caloptenus,melanopus,"Burmeister, 1838",,
114180377,Ablabys binotatus,"Apistus binotatus Peters, 1855",Apistus,binotatus,"Peters, 1855",,
114180416,Coccotropsis gymnoderma,"Tetraroge gymnoderma Gilchrist, 1906",Tetraroge,gymnoderma,"Gilchrist, 1906",,
164135,Bulbostylis cioniana,Fimbristylis exilis (Poir.) Roem. & Schult.,Fimbristylis,exilis,(Poir.) Roem. & Schult.,,
164135,Bulbostylis cioniana,Fimbristylis cioniana Pi.Savi,Fimbristylis,cioniana,Pi.Savi,,
164135,Bulbostylis cioniana,Fimbristylis exilis (Poir.) Roem. & Schult.,Fimbristylis,exilis,(Poir.) Roem. & Schult.,,
164135,Bulbostylis cioniana,Fimbristylis hispidula ssp. cioniana (Savi) Boeck,Fimbristylis,hispidula,,subspecies,(Savi) Boeck
164135,Bulbostylis cioniana,Fimbristylis hispidula subsp. cioniana (Pi.Savi) Boeck,Fimbristylis,hispidula,,subspecies (plantae),(Pi.Savi) Boeck
114180492,Pseudovespicula dracaena,"Apistus dracaena Cuvier, 1829",Apistus,dracaena,"Cuvier, 1829",,
161420,Brochiraja spinifera,"Notoraja spinifera (Garrick & Paul, 1974)",Notoraja,spinifera,"(Garrick & Paul, 1974)",,
161420,Brochiraja spinifera,"Pavoraja spinifera (Garrick & Paul, 1974)",Pavoraja,spinifera,"(Garrick & Paul, 1974)",,
161420,Brochiraja spinifera,"Bathyraja spinifera Garrick & Paul, 1974",Bathyraja,spinifera,"Garrick & Paul, 1974",,
161552,Somniosus longus,"Heteroscymnus longus Tanaka, 1912",Heteroscymnus,longus,"Tanaka, 1912",,
161602,Brochiraja asperula,"Notoraja asperula (Garrick & Paul, 1974)",Notoraja,asperula,"(Garrick & Paul, 1974)",,
161602,Brochiraja asperula,"Pavoraja asperula (Garrick & Paul, 1974)",Pavoraja,asperula,"(Garrick & Paul, 1974)",,
161602,Brochiraja asperula,"Bathyraja asperula Garrick & Paul, 1974",Bathyraja,asperula,"Garrick & Paul, 1974",,
116847578,Neotrygon kuhlii,"Amphotistius kuhlii (Müller & Henle, 1841)",Amphotistius,kuhlii,"(Müller & Henle, 1841)",,
116847578,Neotrygon kuhlii,"Dasyatis kuhlii (Müller & Henle, 1841)",Dasyatis,kuhlii,"(Müller & Henle, 1841)",,
116847578,Neotrygon kuhlii,"Trygon kuhlii Müller & Henle, 1841",Trygon,kuhlii,"Müller & Henle, 1841",,
116858686,Centroscymnus macracanthus,"Scymnodon macracanthus (Regan, 1906)",Scymnodon,macracanthus,"(Regan, 1906)",,
116858686,Centroscymnus macracanthus,"Proscymnodon macracanthus (Regan, 1906)",Proscymnodon,macracanthus,"(Regan, 1906)",,
117008133,Luzonichthys microlepis,"Naurua microlepis Smith, 1955",Naurua,microlepis,"Smith, 1955",,
117008689,Plectranthias intermedius,"Xenanthias intermedius Kotthaus, 1973",Xenanthias,intermedius,"Kotthaus, 1973",,
117008727,Plectranthias morgansi,"Pelontrus morgansi Smith, 1961",Pelontrus,morgansi,"Smith, 1961",,
117044072,Hetereleotris diademata,"Gobius diadematus Rüppell, 1830",Gobius,diadematus,"Rüppell, 1830",,
117044223,Hetereleotris zonata,"Leioeleotris zonatus Fowler, 1934",Leioeleotris,zonatus,"Fowler, 1934",,
7137,Elephantulus revoilii,"Elephantulus revoili (Huet, 1881) [orth. error]",Elephantulus,revoili,"(Huet, 1881) [orth. error]",,
7137,Elephantulus revoilii,"Macrocelides revoilii Huet, 1881",Macrocelides,revoilii,"Huet, 1881",,
117197699,Myrcia macrocarpa,Aulomyrcia macrocarpa (DC.) O.Berg,Aulomyrcia,macrocarpa,(DC.) O.Berg,,
71525759,Cenchrus squamulatus,Pennisetum squamulatum Fresen.,Pennisetum,squamulatum,Fresen.,,
172088,Malus dasyphylla,Malus communis subsp. dasyphylla (Borkh.) Dippel,Malus,communis,,subspecies (plantae),(Borkh.) Dippel
173013,Pyrus nivalis,Pyrus salviifolia DC.,Pyrus,salviifolia,DC.,,
173013,Pyrus nivalis,Pyrus amygdaliformis Vill. subsp. salviifolia (DC.) Bonnier & Layens,Pyrus,amygdaliformis,Vill.,subspecies (plantae),(DC.) Bonnier & Layens
173013,Pyrus nivalis,Pyrus communis L. subsp. nivalis (Jacq.) Gams,Pyrus,communis,L.,subspecies (plantae),(Jacq.) Gams
